Site Name,Trinomial,Assay No.,Provenience (if known),Feature Type,Material,Taxa dated,Human,DatesUse,Error,Corrected/Raw,Corrected/Normalized 14C age, Corrected/Normalized Age,Delta 13C,Delta 13C source,Raw/Measured Age, Raw/Measured Age,AMS or Radiometric,Comments,Reference,pdf,Region
Callo del Oso Site,41NU2,SR-6168,Burial M4,Burial,Bone Collagen,Human,Yes,1180,35,Corrected,1180,35,-7.3,Measured,0,0,AMS, ,"Hard and Katzenburg; 2011; Stable Isotope Study of Hunter-Gatherer-Fisher Diet, Mobility, and Intensification on the Texas Gulf Coast Plain; American Antiquity 76(4)",Hard and Katzenburg 2011 American Antiquity.pdf,TCP
Morhiss Site,41VT1,D-AMS 034709,Burial 191, ,Bone Collagen,Homo sp,Yes,1185,22,Corrected,1185,22,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Santa Maria Creek,41CW104,Beta-237668,"Unit 28, lvl. 8, 50-60 cmbs", ,Charcoal, ,No,1190,30,Corrected,1190,30,-27,Measured,1220,30,AMS, ,"Kelly Pertulla database, CARD.  Rogers et al. 2013, Archeological Investigations at the Santa Maria Creek site (41CW104)", ,TCP
Santa Maria Creek,41CW104,Beta-319868,"Unit 49, Level not recorded, Flotation sample, Soil horizon A, Lot 384", ,Hickory/walnut family nutshell, ,No,1190,30,Corrected,1190,30,-27,measured,1220,30,AMS, ,"2013. Rogers R. Archaeological Investigations at the Santa Maria Creek Site (41CW104) Caldwell County, Texas. Texas Antiquities Permit Nos. 4363/4636 and 4623. Atkins North America, Inc.",Rogers 2013,TCP
 ,41GM370,Beta-71614,"Unit 7, Level 12", ,Charred Material, ,No,1190,60,Corrected,1190,60,-25.4,measured,1200,60,AMS, ,"Rogers, Robert; 1994; National Register Assesment of Three Archaeological Sitea at the Gibbons Creek Lignite Mine, Grimes County, Texas; -; Espey, Huston & Associates, Inc., Austin, Texas","Rogers, 1994B.pdf",TCP
 ,41WB363,Beta-75730,F1,Camp,Organic residue, ,No,1190,60,Corrected,1190,60,-25,Estimated,1190,60,Radiometric,Sample No. 1,"Warren 1994. Subsurface Testing Portions of Archeological Sites 41WB362 and 41WB363 Texas A & M Internation Univesite Campurs Webb County, Texas.",Warren 1994.pdf,TCP
 ,41GV66,D-AMS 029964,Burial 12,Burial,Bone Collagen,Homo sp,Yes,1197,24,Corrected,1197,24,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Mitchell Site,41GV66,Beta-58749,1970 Burial 12,Burial,Bone,Human,Yes,1200,70,Corrected,1200,70,0, ,0,70, , ,"Ricklis, Robert A.; 1994; Aboriginal Life and Culture on the Upper Texas Coast: Archaeology at the Mitchell Ridge Site, 41GV66, Galveston Island; Coastal Archaeological Research, Inc., Corpus Christi, Texas","Ricklis, 1994.pdf",TCP
 ,41NU2,D-AMS 030976,Burial M-6, ,Bone Collagen,Homo sp,Yes,1201,30,Corrected,1201,30,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Sandow Mine,41LE120,Beta-98770,"Unit 6, Level 7, 60-70 cm", ,nutshell, ,No,1210,60,Corrected,1210,60,-27.3,Measured,1250,60,AMS, ,"Rogers R. 1997. National Register Testing at Site 41LE120 Sandow Mine Lee County Texas. Espey, Huston, and Associates, Inc.",Rogers 1997,TCP
Chesser Site,41LE59,Beta-80618,"Feature U-6, Unit 4, Level 6, N508 E540", ,nutshell,Carya,No,1210,50,Corrected,1210,50,-27.8,Measured,1260,50,AMS, ,"Rogers R. 1995. Archaeological Investigations at the Chesser Site (41LE59) Lee County Texas. Espey, Huston, and Associates, Inc.",Rogers 1995,TCP
 ,41GV66,D-AMS 029970,Burial 7,Burial,Bone Collagen,Homo sp,Yes,1213,25,Corrected,1213,25,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 035494,Burial M-16, ,Bone Collagen,Homo sp,Yes,1231,31,Corrected,1231,31,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41GM224,Beta-63182,"Block B, Unit N523E510, 98.8-98.9", ,Charcoal, ,No,1240,70,Corrected,1240,70,0, ,0,0, , ,"Rogers, Robert; 1994; Excavations at Site 41GM224 in the Gibbons Creek Lignite Mine Permit 38A Area, Grimes County, Texas; -; Espey, Huston & Associates, Inc., Austin, Texas","Rogers, 1994.pdf",TCP
 ,41MV120,Beta-82290,"TU3, Level 7",Hearth,Charcoal,Wood,No,1240,60,Corrected,1240,60,-25,Estimated,0,0,AMS,"(Ward 1995a) pg. 97 Vierra, 1998. ""Charcoal sample from the mussel shell lens�""","Vierra, 1998; 41MV120: A Stratified Late Archaic Site in Maverick County, Texas.",Vierra 1998.pdf,TCP
 ,41GV66,D-AMS 029971,Burial 3,Burial,Bone Collagen,Homo sp,Yes,1244,25,Corrected,1244,25,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41FY252,Beta-11092,"Zone 2, TP1.",Midden,Charcoal, ,No,1250,80,Corrected,1250,80,0, ,0,0,Radiometric,No taxa or raw date given.  Beta number is under both 11092 and 11902 in source document. Document also contains large number of thermaluminescence dates.,"Nightengale, 1985; Limited Testing at Seventeen Prehistoric Sites in the Cummins Creek Lignite Prospect Fayette County, Texas. Source document contains",Nightengale 1985.pdf,TCP
 ,41GV66,D-AMS 029961,Burial 9,Burial,Bone Collagen,Homo sp,Yes,1254,27,Corrected,1254,27,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Chytka,41JK66,Tx-2761,N12-14/E14-17, ,Burned bone, ,No,1260,130,Raw,0,0,0, ,1260,130,Radiometric,"Corrected dates given in BC/AD as ""Arizona Correction"" 710 ASD","Sjoberg, Alf et. al., 1981, Phase III: Prehistoric Archeological Research Within Palmetto Bend Reservoir, Jackson County, Texas, Research Report No. 82, Palmetto Bend Reservoir Series/Volume 6, Texas Archeological Survery. The University of Texas at Aust",Sjoberg1981,TCP
 ,41PK248,Beta-230135, , ,Bulk sherd organics, ,No,1260,40,Corrected,1260,40,-26.4,measured,1240,40,AMS, ,"Willis, Mark D.; 2007; Archeological Testing at Site 41PK248 on the Alabama-Coushatta Indian Reservation, Polk County, Texas; Blanton & Associates,; Austin, Texas","Willis, 2007.pdf",TCP
 ,41WB363,Beta-75731,F2,Camp,Organic residue, ,No,1260,60,Corrected,1260,60,-25,Estimated,1260,60,Radiometric,Sample No. 2,"Warren 1994. Subsurface Testing Portions of Archeological Sites 41WB362 and 41WB363 Texas A & M Internation Univesite Campurs Webb County, Texas.",Warren 1994.pdf,TCP
The Boiler Site,41WB557,Beta-149784,"Block North, Unit 75, Depth 30-40cmbs, Feature No. 12", ,Wood Charcoal, ,No,1260,40,Corrected,1260,40,-24.3,Measured,1250,40,AMS,Catalog No. 955-4a-a.�Beta sheets can be found in primary source.�,"Quigg et al, 2002. The Boiler Site (41WB557): Utilization of an Upland Setting Over the Last 4200 Years, Webb County, Texas.",Quigg 2002.pdf,TCP
The Boiler Site,41WB557,Beta-149785,"Block South, Unit 44, Depth 85-90cmbs, Feature No. 35", ,Wood Charcoal, ,No,1260,40,Corrected,1260,40,-24.3,Measured,1250,40,AMS,Catalog No. 652-4a-a. Beta Sheets can be found in primary source.�,"Quigg et al, 2002. The Boiler Site (41WB557): Utilization of an Upland Setting Over the Last 4200 Years, Webb County, Texas.",Quigg 2002.pdf,TCP
 ,41NU2,D-AMS 034726,Burial M-28, ,Bone Collagen,Homo sp,Yes,1261,29,Corrected,1261,29,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41GD113,Beta-174046,"Test unit 2, Level 7, 72cm depth below subdatum, feature 1", ,Charcoal, ,No,1270,50,Corrected,1270,50,-26.7,Measured,1300,50,AMS, ,"Greaves, Russell D., et. al., 2004, Archeological Testing of sites 41GD113 and 41GD114 in Goliad County, Texas, Texas Department of Transportation and Center for Archaeological Research, The University of Texas at San Antonio",Greaves 2004,TCP
Callo del Oso Site,41NU2,SR-6166,Burial M15,Burial,Bone Collagen,Human,Yes,1270,35,Corrected,1270,35,-10.7,Measured,0,0,AMS, ,"Hard and Katzenburg; 2011; Stable Isotope Study of Hunter-Gatherer-Fisher Diet, Mobility, and Intensification on the Texas Gulf Coast Plain; American Antiquity 76(4)",Hard and Katzenburg 2011 American Antiquity.pdf,TCP
 ,41BU51,UGA-12445,"test unit 8, level 7, 100.96�100.86 m", ,charcoal, ,No,1280,40,Corrected,1280,40,-26.6,Measured,1280,40,Radiometric,Associated with R. Kelly database,"2010. Broehm, C.; McWilliams, J.; Fields, R.; and Kibler, K. ""Testing and Data Recovery Excavations at 41BU51, Burleson County, Texas,"" Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State: Article 4.",Broehm 2010,TCP
Alabonson Road Site,41HR273,Beta-27535,Multiple units, ,Charcoal,Mixed,No,1280,70,Corrected,1280,70,0, ,0,0, , ,"Ensor and Carlson; 1991; Alabonson Road: Early Ceramic Period Adaptation to the Inland Coastal Prairie Zone, Harris County, Southeast Texas; Reports of Investigations Number 8; Archeological Research Laboratory Texas A&M University","Ensor, 1991.pdf",TCP
 ,41WA47,Beta-157966,"Unit QQ48-12-24, Level 266, 117 cmbgs", ,Charcoal, ,No,1280,40,Corrected,1280,40,-27.4,measured,0,0,AMS, ,"Greaves, Russel D.; 2002; Archaeological Surey of Huntsville State Park and Excavations in 41WA47, Walker County, Texas; Archaeological Survey Report, No. 327; Center for Archaeological Research, The University of Texas at San Antonio","Greaves, 2002.pdf",TCP
Chytka,41JK66,Tx-2768,N18-19/E14-15, ,Burned bone, ,No,1290,170,Raw,0,0,0, ,1290,170,Radiometric,"Corrected dates given in BC/AD as ""Arizona Correction"" 680 AD","Sjoberg, Alf et. al., 1981, Phase III: Prehistoric Archeological Research Within Palmetto Bend Reservoir, Jackson County, Texas, Research Report No. 82, Palmetto Bend Reservoir Series/Volume 6, Texas Archeological Survery. The University of Texas at Aust",Sjoberg1981,TCP
 ,41NU2,D-AMS 030980,Burial M-12, ,Bone Collagen,Homo sp,Yes,1306,31,Corrected,1306,31,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 035497,Burial M-8, ,Bone Collagen,Homo sp,Yes,1312,29,Corrected,1312,29,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Morhiss Site,41VT1,D-AMS 027768,Burial No #,Burial,Bone Collagen,Homo sp,Yes,1317,24,Corrected,1317,24,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Ayala,41HG1,D-AMS 035499,Burial 4 (3-1952), ,Bone Collagen,Homo sp,Yes,1319,26,Corrected,1319,26,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Chytka,41JK66,Tx-2756,N14-15/E16, ,Burned bone, ,No,1320,90,Raw,0,0,0, ,1320,90,Radiometric,"Corrected dates given in BC/AD as ""Arizona Correction"" 650 AD","Sjoberg, Alf et. al., 1981, Phase III: Prehistoric Archeological Research Within Palmetto Bend Reservoir, Jackson County, Texas, Research Report No. 82, Palmetto Bend Reservoir Series/Volume 6, Texas Archeological Survery. The University of Texas at Aust",Sjoberg1981,TCP
Buckeye Knoll,41VT98,Beta-191095,"West Slope, S29W116, Level 12, Zone 1", ,Bone collagen,"White-tailed Deer, Odocoileus virginianus",No,1320,40,Corrected,1320,40,-20.2,Measured,1240,0,AMS,Sample 41VT98-14,"Ricklis et al 2012; Archaeology and Bioarchaeology of the Buckeye Knoll Site (41VT98), Victoria County, Texas", ,TCP
Clemente and Herminia Hinojosa Site,41JW8,UGa-4540,Feature 8, ,Charcoal,Wood Charcoal,No,1327,65,Corrected,1327,65,0, ,1290,65, , ,Wesnousky 1994; Evaluation of the Geologic Relations and Seismotectonic Stability of the Yucca Mountain Area Nevada Nuclear Waste Site Investigation (NNWSI),Wesnousky 1994.pdf,TCP
 ,41NU2,D-AMS 035153,Burial M-16, ,Bone Collagen,Homo sp,Yes,1343,24,Corrected,1343,24,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 030969,Burial M-37, ,Bone Collagen,Homo sp,Yes,1345,30,Corrected,1345,30,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41GV66,D-AMS 036245,Burial 5, ,Bone Collagen,Homo sp,Yes,1347,25,Corrected,1347,25,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 030979,Burial M-8, ,Bone Collagen,Homo sp,Yes,1361,29,Corrected,1361,29,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Kingwood Site,41HR616,GX-18791,"Block A, Unit 9, Level 9", ,Charcoal, ,No,1365,165,Corrected,1365,165,0, ,0,0,Radiometric,Dispersed Charcoal; author states all dates C13 corrected,"Moore, Robert G.; 1994; Archeological Data Recovery Excavations at the Kingwood Site, 41HR616, Harris County, Texas; Report of Investigations Number 100; Moore Archeological Consulting","Moore, 1994.pdf",TCP
 ,41NU2,D-AMS 034723,Burial M-29, ,Bone Collagen,Homo sp,Yes,1367,24,Corrected,1367,24,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 030977,Burial M-23, ,Bone Collagen,Homo sp,Yes,1370,34,Corrected,1370,34,0, ,0,0,AMS, ,Mauldin Database, ,TCP
The Boiler Site,41WB557,Beta-155586,"Block North, Unit 75, Depth 34-38cmbs, Feature No. 12", ,BR Organics, ,No,1380,40,Corrected,1380,40,-20,Measured,1300,40,AMS,Catalog No. 955-5-2d.�Beta sheets can be found in primary source.�,"Quigg et al, 2002. The Boiler Site (41WB557): Utilization of an Upland Setting Over the Last 4200 Years, Webb County, Texas.",Quigg 2002.pdf,TCP
 ,41NU2,D-AMS 030974,Burial M-14, ,Bone Collagen,Homo sp,Yes,1382,29,Corrected,1382,29,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Kingwood Site,41HR616,GX-18793,"Block B, Unit 37, Level 9", ,Charcoal, ,No,1385,75,Corrected,1385,75,0, ,0,0,Radiometric,Dispersed Charcoal; author states all dates C13 corrected,"Moore, Robert G.; 1994; Archeological Data Recovery Excavations at the Kingwood Site, 41HR616, Harris County, Texas; Report of Investigations Number 100; Moore Archeological Consulting","Moore, 1994.pdf",TCP
 ,41NU2,D-AMS 030968,Burial M-3, ,Bone Collagen,Homo sp,Yes,1385,27,Corrected,1385,27,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 035496,Burial M-12, ,Bone Collagen,Homo sp,Yes,1389,24,Corrected,1389,24,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Cayo del Oso,41NU2,Beta-235836,"Feature 81, basin hearth", ,Charcoal, ,No,1390,40,Corrected,1390,40,-23.4,measured,1360,40,AMS, ,"Kelly Pertulla database, CARD.  Meissner et al. 2009, The Cayo del Oso Site (41NU2)�", ,TCP
Ernest Witte Site,41AU36,SR-6157,Burial 33,Burial,Bone Collagen,Human,Yes,1390,40,Corrected,1390,40,-16.7,Measured,0,0,AMS, ,"Hard and Katzenburg; 2011; Stable Isotope Study of Hunter-Gatherer-Fisher Diet, Mobility, and Intensification on the Texas Gulf Coast Plain; American Antiquity 76(4)","Hard, 2011.pdf",TCP
 ,41NU2,D-AMS 031162,Burial M-1, ,Bone Collagen,Homo sp,Yes,1394,33,Corrected,1394,33,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 031163,Burial M-35, ,Bone Collagen,Homo sp,Yes,1394,25,Corrected,1394,25,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 034732,Burial M-18, ,Bone Collagen,Homo sp,Yes,1396,25,Corrected,1396,25,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 030959,Burial M-9, ,Bone Collagen,Homo sp,Yes,1398,28,Corrected,1398,28,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41CH16,Tx-402,Non specified except above pre-pottery levels, ,Charcoal, ,No,1400,110,Raw,0,0,0, ,1400,110, , ,"Story, Dee Ann, Janice A. Guy, Barbara A. Burnet, (UNK) Doty Freeman, Jerome C. Rose, D. Gentry Steele, (UNK) W. Olive and Karl J. Reinhard; 1990; The Archaeology and Bioarchaeology of the Gulf Coast Plains; Vol. 2; (Publisher Unknown)","Story, 1990.pdf",TCP
Alabonson Road Site,41HR273,Beta-27536,Multiple units, ,Charcoal,Mixed,No,1400,90,Corrected,1400,90,0, ,0,0, , ,"Ensor and Carlson; 1991; Alabonson Road: Early Ceramic Period Adaptation to the Inland Coastal Prairie Zone, Harris County, Southeast Texas; Reports of Investigations Number 8; Archeological Research Laboratory Texas A&M University","Ensor, 1991.pdf",TCP
 ,41ZV83,UCLA-1821e,Level 4, ,Charcoal, ,No,1400,100,Raw,0,0,0, ,1400,100,Radiometric, ,"Kelly Pertulla database, CARD.  Montgomery 1978", ,TCP
Washington on the Brazos site,41WT5,A-7509,Unit 3, ,Charcoal, ,No,1405,145,Corrected,1405,145,-25.4,Measured,0,0, ,"Dispersal charcoal in small channel. dates were mentioned in 1996 report by Kuehn but were not in reference to a specific site. Because the originial report was from Washington county, included dates","1995, Water, M.R., Nordt, L.C. Late Quaternary Floodplain History of the Brazos River in East-Central Texas. Quaternary Research. 43:311-319.","Waters, 1995",TCP
Jones Hill,41PK8,Tx-336,"Zone 2, Feature 8",child cremation,Charcoal, ,No,1410,190,Raw,0,0,0, ,1410,190,Radiometric, ,"McCluren, Burney B.; 1968; Livingston Reservoir, 195-66: Late Archaeic and Neo-American Occupations; Papers of the Texas Archeological Salvage Project, NO. 12; Austin, Texas",Valastro radiocarbon 1967 V9.pdf,TCP
 ,41NU2,D-AMS 030965,Burial M-10, ,Bone Collagen,Homo sp,Yes,1412,26,Corrected,1412,26,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Morhiss Site,41VT1,D-AMS 028391,Burial 210,Burial,Bone Collagen,Homo sp,Yes,1413,28,Corrected,1413,28,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41WY50,GX-15124G,human burial, ,Bone,"Homo sapiens, collagen",Yes,1415,140,Corrected,1415,140,0, ,0,0,AMS,same sample as Tx-4256,"Kelly Pertulla database, CARD.  Terneny, 2005; A Re-evaluation of Late Prehistoric and Archaic Chronology in the Rio Grande Delta of South Texas, The University of Texas at Austin.�", ,TCP
 ,41NU2,D-AMS 034724,Burial M-19, ,Bone Collagen,Homo sp,Yes,1416,24,Corrected,1416,24,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 034722,Burial M-35, ,Bone Collagen,Homo sp,Yes,1417,28,Corrected,1417,28,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Chytka,41JK66,Dic-963,N14-15/E8, ,Burned bone, ,No,1420,135,Raw,0,0,0, ,1420,135,Radiometric,"Corrected dates given in BC/AD as ""Arizona Correction"" 590 AD","Sjoberg, Alf et. al., 1981, Phase III: Prehistoric Archeological Research Within Palmetto Bend Reservoir, Jackson County, Texas, Research Report No. 82, Palmetto Bend Reservoir Series/Volume 6, Texas Archeological Survery. The University of Texas at Aust",Sjoberg1981,TCP
 ,41NU2,D-AMS 034725,Burial M-15, ,Bone Collagen,Homo sp,Yes,1421,25,Corrected,1421,25,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 035157,Burial M-14, ,Bone Collagen,Homo sp,Yes,1425,32,Corrected,1425,32,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41CH273,UGa-5803, , ,Unknown, ,No,1427,51,Corrected,1427,51,0, ,0,0,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,TCP
Kingwood Site,41HR616,GX-18794,"Block A, Unit 8, Level 10", ,Charcoal, ,No,1430,75,Corrected,1430,75,0, ,0,0,Radiometric,Dispersed Charcoal; author states all dates C13 corrected,"Moore, Robert G.; 1994; Archeological Data Recovery Excavations at the Kingwood Site, 41HR616, Harris County, Texas; Report of Investigations Number 100; Moore Archeological Consulting","Moore, 1994.pdf",TCP
 ,41NU2,D-AMS 034730,Burial M-19, ,Bone Collagen,Homo sp,Yes,1434,28,Corrected,1434,28,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 030961,Burial M-15, ,Bone Collagen,Homo sp,Yes,1438,31,Corrected,1438,31,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41HR644,Beta-33693, , ,Unknown, ,No,1440,180,Raw,0,0,0, ,1440,180,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,TCP
Choke Canyon,41MC296,TX-4680,"Lot 252, N1023 E986-987, level 6", ,Charcoal, ,No,1440,80,Raw,0,0,0, ,1440,80,Radiometric,MASCA corrected given as 1900-1920 BP,"Hall, Grant D., Hester, Thomas R., Black, Stephen L., 1986, The Prehistoric Sites at Choke Canyon Reservoir, Southern Texas: Results of Phase II Archaeological Investigations, Choke Canyon Series: Volume 10, Center for Archaeological Research, The Univer",Hall 1986,TCP
 ,41NU2,D-AMS 035493,Burial M-38, ,Bone Collagen,Homo sp,Yes,1440,25,Corrected,1440,25,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 030967,Burial M-28, ,Bone Collagen,Homo sp,Yes,1445,29,Corrected,1445,29,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 034728,Burial M-15, ,Bone Collagen,Homo sp,Yes,1446,27,Corrected,1446,27,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 030981,Burial M-12, ,Bone Collagen,Homo sp,Yes,1449,31,Corrected,1449,31,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41GM224,Beta-62676,"Block A, Unit N483E488, Feature A-3, 98.75-98.8", ,Charcoal, ,No,1450,80,Corrected,1450,80,0, ,0,0, , ,"Rogers, Robert; 1994; Excavations at Site 41GM224 in the Gibbons Creek Lignite Mine Permit 38A Area, Grimes County, Texas; -; Espey, Huston & Associates, Inc., Austin, Texas","Rogers, 1994.pdf",TCP
 ,41ZV202,Beta-177697,CAT#257, ,Charred material, ,No,1450,40,Corrected,1450,40,-25.3,Measured,1450,40,AMS, ,"Mauldin et al, 2010; Archeological Testing and Data Recovery at 41ZV202, Zavala County, Texas.",Mauldin 2010.pdf,TCP
 ,41NU2,D-AMS 034731,Burial M-13, ,Bone Collagen,Homo sp,Yes,1451,27,Corrected,1451,27,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 034733,Burial M-14, ,Bone Collagen,Homo sp,Yes,1455,28,Corrected,1455,28,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41MV120,Beta-82289,"TU2, Level 4",Hearth,Charcoal,Wood,No,1460,50,Corrected,1460,50,-25,Measured,0,0,AMS, ,"Vierra, 1998; 41MV120: A Stratified Late Archaic Site in Maverick County, Texas.",Vierra 1998.pdf,TCP
 ,41MV249,Beta-140474,"Profile 2, Ab3 horizon",Hearth,Charcoal, ,No,1460,40,Corrected,1460,40,-25.3,Measured,1335,40,AMS,Sample 377-1; See pg. 110-111 for site name,"Greaves, 2001; Archaeological Survey and Testing Along the Rio Grande Terraces Near Eagle Pass and El Indio, Maverick County, Texas.",Greaves 2001.pdf,TCP
 ,41NU2,D-AMS 034727,Burial M-15, ,Bone Collagen,Homo sp,Yes,1463,27,Corrected,1463,27,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Redtail Site,41HR581,Beta-30597,"Feature 21, Shell Pile 2", ,Charcoal, ,No,1470,180,Corrected,1470,180,-26.7,Measured,1490,0, , ,"Gadus, Eloise F., Margaret Ann Howard; 1990; Hunter-Fisher-Gatherers on the Upper Texas Coast: Archeological Investigations at the Peggy Lake Disposal Area, Harris County, Texas; Reports of Investigations, Number 74; Prewitt and Associates Inc.","Gadus, 1990.pdf",TCP
Chytka,41JK66,Tx-2754,N18-19/E14-17, ,Burned bone, ,No,1470,170,Raw,0,0,0, ,1470,170,Radiometric,"Corrected dates given in BC/AD as ""Arizona Correction"" 500 AD","Sjoberg, Alf et. al., 1981, Phase III: Prehistoric Archeological Research Within Palmetto Bend Reservoir, Jackson County, Texas, Research Report No. 82, Palmetto Bend Reservoir Series/Volume 6, Texas Archeological Survery. The University of Texas at Aust",Sjoberg1981,TCP
Washington on the Brazos site,41WT5,CAMS- 11936,"Unit 6, Feature 1 (approximately 40 cm in diameter and 10 cm in depth), 65 cm below surface (N1172.69 E800.83)",hearth,"charred sediment, charcoal", ,No,1470,60,Corrected,1470,60,0, ,0,0,AMS,a Perdiz arrow point and a sandy-paste sherd were recovered from about 30 cm above Feature 1 and another Perdiz point came from 20 cm below the feature- based on the Kelly radiocarbon date guidelines could be AMS from lab name,"1995, Carlson, S. The Anson Jones Plantation: Archaeological and Historical Investigations at 41WT5 and 41WT6, Washinton County, Texas. Center for Environmental Archaeology at Texas A&M University, College Station. Report No. 2.","Carlson, 1995",TCP
 ,41NU2,D-AMS 034736,Burial M-13, ,Bone Collagen,Homo sp,Yes,1473,22,Corrected,1473,22,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 030962,Burial M-39, ,Bone Collagen,Homo sp,Yes,1474,26,Corrected,1474,26,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 034738,Burial M-13, ,Bone Collagen,Homo sp,Yes,1474,22,Corrected,1474,22,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Alabonson Road Site,41HR273,Beta-17566,Burial 1,Burial,Bone,Human,Yes,1480,120,Corrected,1480,120,0, ,0,0, , ,"Ensor and Carlson; 1991; Alabonson Road: Early Ceramic Period Adaptation to the Inland Coastal Prairie Zone, Harris County, Southeast Texas; Reports of Investigations Number 8; Archeological Research Laboratory Texas A&M University","Ensor, 1991.pdf",TCP
 ,41NU2,D-AMS 034735,Burial M-14, ,Bone Collagen,Homo sp,Yes,1484,23,Corrected,1484,23,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 034729,Burial M-20, ,Bone Collagen,Homo sp,Yes,1490,26,Corrected,1490,26,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Blue Bayou,41VT94,TX-4972,Burial 16,Burial,Bone apatite,Human,Yes,1490,90,Corrected,1490,90,0, ,1490,0,Radiometric, ,"Huebner and Comuzzie; 1992; The Archeology of Blue Bayou: A Late Archaic and Late Prehistoric Mortuary Locality in Victoria County, Texas.", ,TCP
Ayala,41HG1,D-AMS 035501,Burial No # (8; 1948), ,Bone Collagen,Homo sp,Yes,1498,25,Corrected,1498,25,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 034737,Burial M-13, ,Bone Collagen,Homo sp,Yes,1500,23,Corrected,1500,23,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 034734,Burial M-12, ,Bone Collagen,Homo sp,Yes,1503,24,Corrected,1503,24,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 035498,Burial M-1, ,Bone Collagen,Homo sp,Yes,1507,31,Corrected,1507,31,0, ,0,0,AMS, ,Mauldin Database, ,TCP
 ,41NU2,D-AMS 035159,Burial M-1, ,Bone Collagen,Homo sp,Yes,1508,27,Corrected,1508,27,0, ,0,0,AMS, ,Mauldin Database, ,TCP
Woodforest Road,41HR751,Beta-98351,N3 E7 Level f, ,Charcoal, ,No,1510,50,Corrected,1510,50,-25,Estimated,0,0, , ,"Hubbard, Nicola et al., 2015. Data Recovery Excavations at Site 41HR751, Woodforest Road, Harris County, Texas. Moore Archeological Consulting, Inc. Report of Investigations Number 178.","Hubbard, 41HR751 (Full Report).pdf",TCP
